topological coefficient,degree
0.090348477,15
0.090304073,15
0.090089229,15
0.089937619,15
0.089824024,15
0.089149634,15
0.089061238,15
0.088982693,15
0.088867644,15
0.08884694,15
0.088565891,15
0.088423231,15
0.088413793,15
0.088274707,15
0.08781853,15
0.087609075,15
0.087418209,15
0.087309436,15
0.087234404,15
0.087071978,15
0.086875303,15
0.086693657,15
0.086625194,15
0.086507937,15
0.086239444,15
0.086230088,15
0.086144166,15
0.086068637,15
0.085629755,15
0.085508291,15
0.08517247,15
0.085151515,15
0.085150215,15
0.084313725,15
0.084285253,15
0.084217356,15
0.084022899,15
0.083891805,15
0.08373517,15
0.083461492,15
0.083352208,15
0.083160214,15
0.083119109,15
0.083071749,15
0.082836096,15
0.0826546,15
0.082545242,15
0.08206295,15
0.081785346,15
0.081640147,15
0.081144781,15
0.080905543,15
0.080456195,15
0.080297649,15
0.080118694,15
0.079897567,15
0.079522792,15
0.079514876,15
0.079031657,15
0.078990949,15
0.0789177,15
0.078892186,15
0.078804226,15
0.078422782,15
0.07827381,15
0.077948718,15
0.07792409,15
0.077791311,15
0.077638308,15
0.077440418,15
0.077342497,15
0.07687486,15
0.076650869,15
0.076083707,15
0.076075857,15
0.075359657,15
0.07523411,15
0.075219124,15
0.075026123,15
0.073522211,15
0.073031826,15
0.07239819,15
0.070833333,15
0.070345175,15
0.068137824,15
0.150949009,14
0.148516366,14
0.141672808,14
0.141527633,14
0.129843343,14
0.129676401,14
0.125404008,14
0.124638655,14
0.119746853,14
0.119522084,14
0.118414533,14
0.118099548,14
0.115134736,14
0.114935065,14
0.114418605,14
0.114306902,14
0.112863142,14
0.112519542,14
0.112076291,14
0.11150624,14
0.111385706,14
0.111104975,14
0.110451251,14
0.109800132,14
0.109578589,14
0.109453671,14
0.108187003,14
0.107929338,14
0.107838394,14
0.10763808,14
0.107423244,14
0.107382092,14
0.107253291,14
0.107203287,14
0.1055688,14
0.105317207,14
0.105179506,14
0.1051451,14
0.105056219,14
0.104792286,14
0.104499511,14
0.104380316,14
0.103878903,14
0.103471971,14
0.103470475,14
0.103210321,14
0.102943983,14
0.10269426,14
0.102616304,14
0.102538492,14
0.102534562,14
0.102503501,14
0.102490053,14
0.102193686,14
0.102081213,14
0.101937984,14
0.101693122,14
0.101496599,14
0.101397156,14
0.100929481,14
0.100251192,14
0.100185918,14
0.100184035,14
0.100064674,14
0.100019253,14
0.099926299,14
0.099867725,14
0.099851822,14
0.099823382,14
0.099736545,14
0.099560822,14
0.099286019,14
0.098869391,14
0.09869342,14
0.098399379,14
0.098150419,14
0.097961386,14
0.09765466,14
0.097587279,14
0.097568079,14
0.097394035,14
0.097367402,14
0.097228858,14
0.097212252,14
0.096924949,14
0.096753247,14
0.096591187,14
0.096572475,14
0.096332786,14
0.096313793,14
0.096066253,14
0.096051794,14
0.095925853,14
0.09583947,14
0.095470667,14
0.095430271,14
0.095308164,14
0.095247615,14
0.095172953,14
0.095031393,14
0.094942158,14
0.094852203,14
0.09459296,14
0.094509844,14
0.094267624,14
0.094233766,14
0.094227504,14
0.094055216,14
0.09375,14
0.093708097,14
0.093656818,14
0.0934306,14
0.093332343,14
0.093317972,14
0.093296886,14
0.093253968,14
0.093049581,14
0.092987691,14
0.0928245,14
0.092768959,14
0.092709271,14
0.092404977,14
0.092323717,14
0.092192691,14
0.091966558,14
0.091469428,14
0.091462763,14
0.091428571,14
0.091297437,14
0.091203471,14
0.091192315,14
0.09118541,14
0.091148901,14
0.091047932,14
0.091011456,14
0.090989154,14
0.090855573,14
0.090614689,14
0.09061092,14
0.090504662,14
0.090234889,14
0.090062112,14
0.089771708,14
0.089662171,14
0.089553895,14
0.089535306,14
0.089513109,14
0.089413692,14
0.089396904,14
0.088974544,14
0.088707844,14
0.088666236,14
0.088649852,14
0.088561123,14
0.088484491,14
0.088162307,14
0.088038054,14
0.087955182,14
0.087951089,14
0.087755102,14
0.087653103,14
0.087432726,14
0.087352381,14
0.087309872,14
0.087289864,14
0.087098675,14
0.086900464,14
0.086655981,14
0.086502588,14
0.086386061,14
0.086047845,14
0.085657532,14
0.08560361,14
0.085549133,14
0.085520472,14
0.08548721,14
0.08535014,14
0.085153328,14
0.084643949,14
0.084378957,14
0.08436853,14
0.084276018,14
0.084169884,14
0.083780881,14
0.083768003,14
0.083721532,14
0.083589205,14
0.082978375,14
0.08295906,14
0.08283108,14
0.082704741,14
0.082555809,14
0.082448154,14
0.082195582,14
0.081477733,14
0.081227863,14
0.080960528,14
0.080434335,14
0.080349608,14
0.079374676,14
0.079365079,14
0.079232283,14
0.077457405,14
0.077268111,14
0.076733611,14
0.076147298,14
0.075733614,14
0.162076923,13
0.146689745,13
0.144847401,13
0.13753524,13
0.137095777,13
0.135418899,13
0.134202454,13
0.13281888,13
0.129443663,13
0.129419975,13
0.128120852,13
0.1280225,13
0.127926421,13
0.127902979,13
0.127597521,13
0.126707489,13
0.126466754,13
0.12642385,13
0.124787001,13
0.124677791,13
0.12429506,13
0.123817359,13
0.123384103,13
0.123323826,13
0.12323785,13
0.122596154,13
0.122219148,13
0.122192308,13
0.122064777,13
0.121760462,13
0.12089181,13
0.120474617,13
0.120303376,13
0.120283248,13
0.120059428,13
0.11976208,13
0.119001919,13
0.118633056,13
0.118589744,13
0.117970966,13
0.116850482,13
0.116473996,13
0.116413523,13
0.116136124,13
0.115651864,13
0.115088757,13
0.115079508,13
0.114948696,13
0.11474649,13
0.114669914,13
0.11437247,13
0.114228126,13
0.113731625,13
0.112828005,13
0.112707937,13
0.11247993,13
0.112055109,13
0.112029137,13
0.111717352,13
0.111689259,13
0.111649035,13
0.111278401,13
0.111111111,13
0.110815829,13
0.1107765,13
0.110442442,13
0.110416494,13
0.11020315,13
0.110141969,13
0.109991439,13
0.109758526,13
0.109662466,13
0.109450775,13
0.109422181,13
0.109354628,13
0.108879039,13
0.108837971,13
0.108615634,13
0.107386822,13
0.107245996,13
0.107023411,13
0.106731051,13
0.106628771,13
0.106478873,13
0.106473219,13
0.106409088,13
0.106179067,13
0.105916096,13
0.105871161,13
0.10586974,13
0.105833517,13
0.105717994,13
0.105692574,13
0.105623744,13
0.105586429,13
0.10545384,13
0.105450841,13
0.10508865,13
0.104890149,13
0.10485415,13
0.10476967,13
0.104611605,13
0.104342093,13
0.104249489,13
0.104100503,13
0.103975219,13
0.103950104,13
0.10390181,13
0.103756708,13
0.103183644,13
0.103170579,13
0.103163455,13
0.103140646,13
0.103001035,13
0.102877891,13
0.102860531,13
0.102737158,13
0.102564103,13
0.102415243,13
0.102347265,13
0.101966061,13
0.101908508,13
0.101817753,13
0.101761925,13
0.1017449,13
0.101684771,13
0.101523597,13
0.101507692,13
0.101359966,13
0.10129503,13
0.101272588,13
0.100772911,13
0.100655998,13
0.10065297,13
0.100633167,13
0.100487711,13
0.100361806,13
0.099883995,13
0.099807409,13
0.099774996,13
0.09946687,13
0.099355243,13
0.099191813,13
0.099182162,13
0.09917415,13
0.099166534,13
0.09915735,13
0.09895568,13
0.098944641,13
0.098565378,13
0.098482044,13
0.098457177,13
0.098449689,13
0.098209309,13
0.098177543,13
0.098104794,13
0.098061407,13
0.098020123,13
0.097761281,13
0.09769293,13
0.09741963,13
0.097257443,13
0.097202797,13
0.096932133,13
0.096778273,13
0.096653587,13
0.096518093,13
0.096191777,13
0.096124753,13
0.095910252,13
0.095855426,13
0.095758576,13
0.095464486,13
0.09524147,13
0.095155709,13
0.095146749,13
0.095136254,13
0.095130748,13
0.094803629,13
0.094756739,13
0.094755038,13
0.094648081,13
0.094592719,13
0.094378817,13
0.094377817,13
0.094358156,13
0.093968365,13
0.093846154,13
0.093756287,13
0.093663425,13
0.093236768,13
0.093021452,13
0.092952791,13
0.092917357,13
0.092640231,13
0.092092451,13
0.092001946,13
0.091945701,13
0.091937165,13
0.091936635,13
0.091538138,13
0.091508656,13
0.091368067,13
0.091355986,13
0.091233348,13
0.091192518,13
0.091165111,13
0.090790162,13
0.09078183,13
0.090710383,13
0.09057072,13
0.090559029,13
0.090153239,13
0.090096606,13
0.089957265,13
0.089649321,13
0.089619774,13
0.089536599,13
0.089424218,13
0.089242502,13
0.089214678,13
0.089071582,13
0.088963964,13
0.088634789,13
0.088495913,13
0.088186442,13
0.087949773,13
0.087880143,13
0.087520106,13
0.086578843,13
0.086482623,13
0.085613132,13
0.085509839,13
0.085306098,13
0.085245701,13
0.085181485,13
0.085111828,13
0.084907109,13
0.084786325,13
0.084727724,13
0.084708813,13
0.084665012,13
0.084495815,13
0.084417724,13
0.083883634,13
0.083667517,13
0.083333333,13
0.082990801,13
0.082731554,13
0.082016832,13
0.166018038,12
0.152525494,12
0.14846981,12
0.14837963,12
0.144308943,12
0.142703036,12
0.141517857,12
0.141330078,12
0.140452413,12
0.139830508,12
0.139581848,12
0.139068018,12
0.138450899,12
0.136970938,12
0.136888543,12
0.136276186,12
0.136228355,12
0.135620075,12
0.134468171,12
0.134198182,12
0.134095773,12
0.133941606,12
0.13277623,12
0.131884058,12
0.131799433,12
0.131671041,12
0.131535948,12
0.131438079,12
0.131348758,12
0.13130227,12
0.130952381,12
0.130621948,12
0.13000471,12
0.128084483,12
0.127730068,12
0.127641278,12
0.127093733,12
0.12670765,12
0.126598465,12
0.12575883,12
0.125698324,12
0.125411335,12
0.125298686,12
0.12527933,12
0.125063291,12
0.12404943,12
0.12392662,12
0.123913043,12
0.12323735,12
0.121902332,12
0.121740205,12
0.121694215,12
0.12154294,12
0.121295103,12
0.120468278,12
0.120288656,12
0.11976601,12
0.11975215,12
0.119635509,12
0.119060928,12
0.119041096,12
0.118810052,12
0.118752349,12
0.118537201,12
0.118535903,12
0.118432798,12
0.118255311,12
0.118217054,12
0.117854647,12
0.117728408,12
0.117633239,12
0.11744531,12
0.117119089,12
0.117053265,12
0.116861556,12
0.116801438,12
0.116706255,12
0.116608362,12
0.116459132,12
0.116080817,12
0.116027532,12
0.115889317,12
0.115598478,12
0.115215589,12
0.115187412,12
0.11514318,12
0.115031362,12
0.11467588,12
0.114583333,12
0.11448331,12
0.114349947,12
0.114182448,12
0.113979349,12
0.113936782,12
0.113795853,12
0.11377193,12
0.113672111,12
0.113663133,12
0.113411619,12
0.113156603,12
0.113143027,12
0.113095238,12
0.113043791,12
0.113019892,12
0.113006735,12
0.112688691,12
0.112678509,12
0.112537075,12
0.112478102,12
0.111933721,12
0.111661711,12
0.111545624,12
0.111448688,12
0.11134068,12
0.111266294,12
0.111266294,12
0.111230637,12
0.111016709,12
0.110985471,12
0.110836084,12
0.110694653,12
0.110532407,12
0.1104811,12
0.110445332,12
0.11039886,12
0.110392902,12
0.110127283,12
0.110032636,12
0.109939394,12
0.109934005,12
0.109789009,12
0.109744231,12
0.109497549,12
0.109485816,12
0.109345707,12
0.109245243,12
0.109167992,12
0.109107777,12
0.109049905,12
0.109034653,12
0.10896724,12
0.10885192,12
0.108784107,12
0.108780649,12
0.108707826,12
0.108693764,12
0.108439355,12
0.108417296,12
0.108367228,12
0.108142773,12
0.108132102,12
0.108094768,12
0.107877439,12
0.10778781,12
0.107475897,12
0.10741716,12
0.107386907,12
0.107160773,12
0.107132916,12
0.107078449,12
0.106889564,12
0.106822665,12
0.106784387,12
0.106742216,12
0.106648936,12
0.10656359,12
0.106540084,12
0.106516057,12
0.10639814,12
0.106355765,12
0.10625,12
0.106108534,12
0.106012658,12
0.105948309,12
0.105665405,12
0.105655985,12
0.1053931,12
0.104617388,12
0.104544767,12
0.104527938,12
0.104353457,12
0.104309851,12
0.104108113,12
0.104056437,12
0.104040404,12
0.103821363,12
0.103765461,12
0.103748327,12
0.103743416,12
0.103646898,12
0.103279344,12
0.103150093,12
0.102994089,12
0.102798054,12
0.102740258,12
0.10263104,12
0.102614897,12
0.102534854,12
0.102435671,12
0.102387775,12
0.102265673,12
0.102152966,12
0.101984696,12
0.101983656,12
0.101952996,12
0.101830664,12
0.101727642,12
0.101724138,12
0.101498984,12
0.101449275,12
0.101335774,12
0.101289683,12
0.101267427,12
0.101255511,12
0.101212495,12
0.101203913,12
0.101187358,12
0.101181402,12
0.101084813,12
0.101040618,12
0.101010101,12
0.100977587,12
0.100875241,12
0.100642183,12
0.100545871,12
0.100473322,12
0.100446429,12
0.100273651,12
0.100089458,12
0.099762783,12
0.099678926,12
0.099654031,12
0.099595324,12
0.099591329,12
0.099540339,12
0.099515906,12
0.099466056,12
0.099275041,12
0.09922773,12
0.09919571,12
0.099140893,12
0.099067898,12
0.099013586,12
0.098967552,12
0.098837209,12
0.098804501,12
0.098798674,12
0.098619048,12
0.098478385,12
0.098477114,12
0.098396186,12
0.098295565,12
0.098162072,12
0.09807418,12
0.098046775,12
0.09799796,12
0.097913524,12
0.097666667,12
0.097666667,12
0.097566575,12
0.097342733,12
0.097260589,12
0.097230465,12
0.097182933,12
0.096950467,12
0.096630237,12
0.096621343,12
0.096496884,12
0.096315265,12
0.09624566,12
0.096222083,12
0.096123727,12
0.095948012,12
0.095888044,12
0.095887203,12
0.095752499,12
0.095715409,12
0.095659164,12
0.095506578,12
0.095419202,12
0.095335145,12
0.095245726,12
0.095104725,12
0.095016783,12
0.095011876,12
0.094862227,12
0.094836533,12
0.094784768,12
0.094755556,12
0.094390027,12
0.094234885,12
0.093898386,12
0.093806922,12
0.093769691,12
0.093576489,12
0.093143204,12
0.09295302,12
0.092765825,12
0.092227096,12
0.092135013,12
0.091990484,12
0.091162301,12
0.090402742,12
0.09002917,12
0.089754945,12
0.089388145,12
0.089252336,12
0.088974579,12
0.087549933,12
0.08646456,12
0.086153248,12
0.179548728,11
0.178490103,11
0.177508418,11
0.162895412,11
0.162768496,11
0.160896954,11
0.159529258,11
0.158914296,11
0.158815188,11
0.158374577,11
0.155809753,11
0.153378445,11
0.152668454,11
0.151911788,11
0.151788376,11
0.15146065,11
0.150847579,11
0.146931094,11
0.146288494,11
0.146162221,11
0.144861412,11
0.144815293,11
0.144467935,11
0.144460551,11
0.1441018,11
0.143986158,11
0.143035047,11
0.14262037,11
0.141717605,11
0.141495067,11
0.140197152,11
0.139807163,11
0.139716262,11
0.138457382,11
0.137954304,11
0.137529138,11
0.136850898,11
0.136708677,11
0.136540502,11
0.13626713,11
0.136169763,11
0.136094675,11
0.135928415,11
0.135760639,11
0.135685772,11
0.135673188,11
0.135506003,11
0.135207452,11
0.134493671,11
0.134146341,11
0.133489736,11
0.133401838,11
0.133347781,11
0.133219653,11
0.133010961,11
0.13296859,11
0.132737208,11
0.132669055,11
0.132370523,11
0.132049737,11
0.131907308,11
0.131733816,11
0.131366738,11
0.131322788,11
0.131318182,11
0.131301574,11
0.131219995,11
0.131122031,11
0.13092649,11
0.13092497,11
0.130630824,11
0.130512729,11
0.13041958,11
0.130233634,11
0.130215568,11
0.129883078,11
0.129746239,11
0.128908897,11
0.128812881,11
0.127948911,11
0.127930704,11
0.12732342,11
0.127272727,11
0.127140289,11
0.126835364,11
0.12672854,11
0.126649351,11
0.126600709,11
0.126517291,11
0.126445901,11
0.126219034,11
0.126208426,11
0.125672245,11
0.125384924,11
0.125383044,11
0.125287168,11
0.125275097,11
0.124391234,11
0.124249571,11
0.124229658,11
0.12410564,11
0.124059386,11
0.123961735,11
0.123931119,11
0.123874731,11
0.123154282,11
0.123049853,11
0.12303971,11
0.122988624,11
0.122924577,11
0.122822149,11
0.122811643,11
0.122756982,11
0.122746252,11
0.122722239,11
0.122610957,11
0.122553782,11
0.122452281,11
0.12238806,11
0.122302956,11
0.122286908,11
0.122242353,11
0.122078954,11
0.121935246,11
0.121897408,11
0.121725732,11
0.121563042,11
0.121546961,11
0.121189691,11
0.120958539,11
0.120913309,11
0.120493533,11
0.120462576,11
0.120438427,11
0.12040077,11
0.120362381,11
0.120005677,11
0.119959126,11
0.119561884,11
0.119463161,11
0.118864262,11
0.118793181,11
0.118689432,11
0.118598383,11
0.118598196,11
0.118337525,11
0.118199312,11
0.117882775,11
0.117519924,11
0.117463104,11
0.117399862,11
0.117217188,11
0.117149412,11
0.117139334,11
0.117036507,11
0.116986025,11
0.116971654,11
0.116958042,11
0.116276538,11
0.11624892,11
0.116245077,11
0.115907808,11
0.115883275,11
0.115741134,11
0.115354577,11
0.114925854,11
0.114822134,11
0.114651145,11
0.114633174,11
0.114513381,11
0.114389816,11
0.114122778,11
0.114094683,11
0.114011246,11
0.113859793,11
0.113856204,11
0.113775416,11
0.113598548,11
0.113393215,11
0.11311054,11
0.113061259,11
0.11292457,11
0.112846498,11
0.11283603,11
0.112739234,11
0.112727273,11
0.112637724,11
0.112597295,11
0.112542029,11
0.112535613,11
0.112509046,11
0.112338337,11
0.11233728,11
0.112204724,11
0.112106643,11
0.111782477,11
0.111416832,11
0.111353882,11
0.111331898,11
0.111283892,11
0.111239735,11
0.111225118,11
0.11116933,11
0.111097092,11
0.111007644,11
0.110981144,11
0.110916111,11
0.110855389,11
0.110663984,11
0.110658572,11
0.110535707,11
0.110488048,11
0.110331931,11
0.110311092,11
0.11026936,11
0.110057354,11
0.109987196,11
0.109966521,11
0.109844185,11
0.109680712,11
0.109530043,11
0.109474738,11
0.109421237,11
0.109385749,11
0.109382596,11
0.109367289,11
0.109189341,11
0.108900808,11
0.108853902,11
0.108806977,11
0.108768036,11
0.108708865,11
0.108653949,11
0.108630161,11
0.108609813,11
0.108595246,11
0.108525446,11
0.108479756,11
0.108476065,11
0.108434212,11
0.10839452,11
0.108359319,11
0.108111888,11
0.108102767,11
0.10805827,11
0.108030709,11
0.108000225,11
0.107903358,11
0.107819905,11
0.107566766,11
0.107452408,11
0.107450176,11
0.107089146,11
0.107081059,11
0.10699623,11
0.106751298,11
0.106643357,11
0.106552894,11
0.106552894,11
0.106486659,11
0.106414748,11
0.106221792,11
0.106041714,11
0.105974322,11
0.105879306,11
0.10587042,11
0.105811105,11
0.105408516,11
0.105375494,11
0.105303835,11
0.105109286,11
0.10505878,11
0.104883292,11
0.10475466,11
0.104697359,11
0.104681578,11
0.10452178,11
0.104455498,11
0.10425207,11
0.104237288,11
0.104096762,11
0.103708755,11
0.103676261,11
0.103656262,11
0.10354447,11
0.103515152,11
0.103503326,11
0.103420342,11
0.103361198,11
0.102867682,11
0.102792632,11
0.102690167,11
0.102517282,11
0.102215432,11
0.102144497,11
0.101750644,11
0.101657459,11
0.10155351,11
0.100310585,11
0.099628766,11
0.098197161,11
0.098017534,11
0.097963363,11
0.097895208,11
0.097665176,11
0.097658722,11
0.097619266,11
0.097018016,11
0.095438369,11
0.095386021,11
0.095336482,11
0.21615894,10
0.183770883,10
0.179820628,10
0.173066038,10
0.172611465,10
0.172139588,10
0.171843946,10
0.169242739,10
0.167823344,10
0.164424514,10
0.164155084,10
0.163945578,10
0.162456345,10
0.162227074,10
0.161502591,10
0.161304178,10
0.160956175,10
0.160833333,10
0.160447761,10
0.15802636,10
0.156617003,10
0.156138563,10
0.155478589,10
0.154760777,10
0.154085603,10
0.153755523,10
0.152090032,10
0.150889513,10
0.149892102,10
0.149747049,10
0.149560976,10
0.149268913,10
0.148763083,10
0.148256625,10
0.147909091,10
0.147781848,10
0.147624076,10
0.147216409,10
0.146572104,10
0.146310433,10
0.146098316,10
0.146034215,10
0.145968883,10
0.145644283,10
0.14504104,10
0.144985141,10
0.144730452,10
0.144283361,10
0.144147535,10
0.144064028,10
0.143800178,10
0.14373849,10
0.143702081,10
0.142546385,10
0.142406877,10
0.142254134,10
0.142047426,10
0.141382327,10
0.14137931,10
0.140723634,10
0.140641975,10
0.140301845,10
0.139883833,10
0.138503804,10
0.138286938,10
0.138077731,10
0.13775,10
0.137142857,10
0.137137681,10
0.137129145,10
0.136591376,10
0.136132675,10
0.135995009,10
0.135179487,10
0.135163776,10
0.13514377,10
0.134965035,10
0.134809475,10
0.134493284,10
0.134291581,10
0.134271726,10
0.134244792,10
0.134143378,10
0.13396765,10
0.133621367,10
0.133424377,10
0.133292383,10
0.13304721,10
0.132736764,10
0.132565974,10
0.132521974,10
0.132510885,10
0.132082111,10
0.131954169,10
0.13149389,10
0.131259484,10
0.13125,10
0.131163085,10
0.131075949,10
0.130952381,10
0.130917529,10
0.130905196,10
0.130628272,10
0.130614407,10
0.130542265,10
0.130289642,10
0.13021978,10
0.130152225,10
0.130126728,10
0.129885829,10
0.12970297,10
0.129701023,10
0.129650092,10
0.129169675,10
0.129157968,10
0.129082017,10
0.129058524,10
0.128937381,10
0.128821549,10
0.128785287,10
0.128746803,10
0.128688525,10
0.12868048,10
0.128571429,10
0.128105323,10
0.128021978,10
0.127729831,10
0.127349486,10
0.127174603,10
0.127148354,10
0.127138158,10
0.127036395,10
0.126719278,10
0.126597805,10
0.126408077,10
0.126283155,10
0.126225235,10
0.12598989,10
0.125810811,10
0.125787106,10
0.125667152,10
0.125538462,10
0.125537139,10
0.125431862,10
0.125334608,10
0.124940618,10
0.124913495,10
0.124797571,10
0.124758842,10
0.124714612,10
0.124619289,10
0.124580454,10
0.124570447,10
0.124519717,10
0.12450465,10
0.124344569,10
0.12433687,10
0.124298205,10
0.124212034,10
0.124211071,10
0.124190593,10
0.124183461,10
0.124158564,10
0.12413171,10
0.124096386,10
0.123964365,10
0.123886256,10
0.12384106,10
0.123833486,10
0.123807496,10
0.123604061,10
0.123598655,10
0.12352637,10
0.123496346,10
0.12338403,10
0.123181258,10
0.123021583,10
0.123011844,10
0.122931937,10
0.122881002,10
0.122727273,10
0.122710104,10
0.122698838,10
0.12264303,10
0.122493573,10
0.122441365,10
0.122307692,10
0.12228145,10
0.121995662,10
0.121963245,10
0.121832439,10
0.121728395,10
0.12170398,10
0.121610738,10
0.121531701,10
0.121501014,10
0.121247892,10
0.121205821,10
0.121176471,10
0.121176471,10
0.121087928,10
0.121052632,10
0.121038961,10
0.120993228,10
0.120986547,10
0.12097561,10
0.120894309,10
0.1206639,10
0.120548909,10
0.120488082,10
0.120130933,10
0.12012987,10
0.119908815,10
0.119879518,10
0.119848771,10
0.119808446,10
0.11971831,10
0.119693487,10
0.119657676,10
0.119625138,10
0.119616685,10
0.119595645,10
0.119559585,10
0.119544592,10
0.119539376,10
0.119335117,10
0.119315811,10
0.119263742,10
0.119248517,10
0.119213974,10
0.119208088,10
0.119194631,10
0.119151847,10
0.119059255,10
0.118932749,10
0.118848526,10
0.118529269,10
0.118302513,10
0.118249627,10
0.117882025,10
0.117761557,10
0.117673049,10
0.117660656,10
0.117555706,10
0.117466518,10
0.117426545,10
0.117388408,10
0.117353787,10
0.117346384,10
0.117330803,10
0.117305644,10
0.117293233,10
0.116930572,10
0.116855204,10
0.116255605,10
0.116216216,10
0.116153458,10
0.116004296,10
0.115933099,10
0.115899123,10
0.115488215,10
0.115485408,10
0.11537873,10
0.115339893,10
0.115247525,10
0.11515591,10
0.115137255,10
0.11509434,10
0.115092166,10
0.114913958,10
0.114780903,10
0.114727908,10
0.114651416,10
0.114649682,10
0.11450116,10
0.114285714,10
0.114237288,10
0.114090909,10
0.114084507,10
0.114028314,10
0.114001373,10
0.113904494,10
0.113847584,10
0.113815789,10
0.113793103,10
0.113766088,10
0.113755459,10
0.113647059,10
0.11361015,10
0.113605898,10
0.113559322,10
0.113480267,10
0.113352827,10
0.113329238,10
0.113122172,10
0.113067655,10
0.112914399,10
0.11285956,10
0.112780488,10
0.112684366,10
0.112100058,10
0.112043796,10
0.112002841,10
0.111995386,10
0.111993769,10
0.11191766,10
0.111909263,10
0.111832947,10
0.111740891,10
0.111706513,10
0.111561265,10
0.11149789,10
0.111367837,10
0.111312964,10
0.111284514,10
0.111111111,10
0.111061151,10
0.11090604,10
0.110804851,10
0.110556079,10
0.110422535,10
0.110369069,10
0.110352941,10
0.110263523,10
0.1102582,10
0.110151803,10
0.110138585,10
0.110094213,10
0.109962406,10
0.109938367,10
0.109779951,10
0.109642857,10
0.109639564,10
0.109389671,10
0.109291188,10
0.109229467,10
0.1091133,10
0.108947368,10
0.108933333,10
0.10872056,10
0.108474576,10
0.107995227,10
0.107832009,10
0.107817109,10
0.107615385,10
0.107200929,10
0.106557377,10
0.106413731,10
0.106345733,10
0.106282723,10
0.105464481,10
0.105448718,10
0.105121639,10
0.104532578,10
0.10281827,10
0.210286115,9
0.21013763,9
0.205097283,9
0.200922138,9
0.197903295,9
0.197163806,9
0.194178726,9
0.193986928,9
0.190704169,9
0.188940431,9
0.187212009,9
0.186903321,9
0.183089339,9
0.182539683,9
0.18226403,9
0.181084656,9
0.180699385,9
0.180648949,9
0.176918162,9
0.176446109,9
0.176392387,9
0.176195158,9
0.175540968,9
0.175274798,9
0.174127143,9
0.173866323,9
0.173399534,9
0.173227676,9
0.17193095,9
0.171508834,9
0.170849913,9
0.1708325,9
0.170012065,9
0.169947507,9
0.168647166,9
0.168414111,9
0.168099518,9
0.167768335,9
0.167757009,9
0.166884532,9
0.166476128,9
0.16554559,9
0.16521197,9
0.164624183,9
0.164578112,9
0.163249365,9
0.162371709,9
0.161793372,9
0.161676399,9
0.161616162,9
0.161211599,9
0.16113065,9
0.160763383,9
0.159646386,9
0.159386014,9
0.159078251,9
0.159048681,9
0.158546718,9
0.158535864,9
0.158346436,9
0.157971014,9
0.157962379,9
0.157187513,9
0.157040393,9
0.156439208,9
0.155636696,9
0.155378093,9
0.155206641,9
0.155120242,9
0.154700547,9
0.154623155,9
0.15457782,9
0.154121864,9
0.15401446,9
0.153979052,9
0.153817082,9
0.153667214,9
0.153653654,9
0.153428061,9
0.153137594,9
0.153113799,9
0.152891311,9
0.152808438,9
0.151975092,9
0.151956584,9
0.151118918,9
0.151092233,9
0.150832651,9
0.150798306,9
0.150351095,9
0.150214264,9
0.150177375,9
0.149789861,9
0.149719416,9
0.148756848,9
0.148324096,9
0.148193845,9
0.148148148,9
0.148148148,9
0.147880645,9
0.14774672,9
0.147548067,9
0.14705092,9
0.147031854,9
0.14697152,9
0.146838885,9
0.146555157,9
0.146468171,9
0.146366754,9
0.146329894,9
0.146143979,9
0.14605019,9
0.145963072,9
0.145842025,9
0.145670318,9
0.145491803,9
0.145421903,9
0.145204678,9
0.145130151,9
0.145045819,9
0.144868533,9
0.144827286,9
0.144666297,9
0.144661066,9
0.144649663,9
0.14461408,9
0.144572853,9
0.143719807,9
0.14361382,9
0.143566247,9
0.14349322,9
0.143375967,9
0.143304104,9
0.143237027,9
0.14298858,9
0.142752428,9
0.142708037,9
0.142658895,9
0.142587347,9
0.142580164,9
0.142559291,9
0.142460119,9
0.142401553,9
0.142175401,9
0.142111431,9
0.142081093,9
0.142069121,9
0.14134817,9
0.141339196,9
0.141174647,9
0.14111477,9
0.140734431,9
0.140684657,9
0.140644955,9
0.14061183,9
0.140416863,9
0.140336591,9
0.140238544,9
0.139899547,9
0.139457147,9
0.139455782,9
0.139451192,9
0.139392794,9
0.139245183,9
0.139118457,9
0.139078426,9
0.138961416,9
0.138870578,9
0.138831733,9
0.138743074,9
0.138672813,9
0.138426464,9
0.1384219,9
0.138296823,9
0.138242894,9
0.138073306,9
0.138023451,9
0.137921835,9
0.13780744,9
0.137685037,9
0.137604758,9
0.137506688,9
0.137242093,9
0.13714128,9
0.137045071,9
0.136538267,9
0.136528222,9
0.136476265,9
0.13647239,9
0.136450382,9
0.135982698,9
0.13579298,9
0.1357146,9
0.135429262,9
0.135286723,9
0.13518755,9
0.134878914,9
0.13482955,9
0.13479574,9
0.13476595,9
0.134762778,9
0.134753284,9
0.134739596,9
0.13473112,9
0.134663187,9
0.134644379,9
0.134631566,9
0.134552717,9
0.134534535,9
0.134457672,9
0.134456929,9
0.134410272,9
0.134328967,9
0.134322679,9
0.134298881,9
0.134242784,9
0.134114216,9
0.134029158,9
0.133972682,9
0.133948818,9
0.133607483,9
0.133444723,9
0.133429326,9
0.133392356,9
0.13338637,9
0.133333333,9
0.133311133,9
0.133272409,9
0.133224579,9
0.133177933,9
